nursery,parents,has_nurs,form,children,housing,finance,social,health,class
n10554,great_pret,improper,complete,more,less_conv,convenient,slightly_prob,not_recom,not_recom
n10555,great_pret,improper,complete,more,less_conv,convenient,problematic,recommended,spec_prior
n10556,great_pret,improper,complete,more,less_conv,convenient,problematic,priority,spec_prior
n10557,great_pret,improper,complete,more,less_conv,convenient,problematic,not_recom,not_recom
n10558,great_pret,improper,complete,more,less_conv,inconv,nonprob,recommended,spec_prior
n10559,great_pret,improper,complete,more,less_conv,inconv,nonprob,priority,spec_prior
n10560,great_pret,improper,complete,more,less_conv,inconv,nonprob,not_recom,not_recom
n10561,great_pret,improper,complete,more,less_conv,inconv,slightly_prob,recommended,spec_prior
n10562,great_pret,improper,complete,more,less_conv,inconv,slightly_prob,priority,spec_prior
n10563,great_pret,improper,complete,more,less_conv,inconv,slightly_prob,not_recom,not_recom
n10564,great_pret,improper,complete,more,less_conv,inconv,problematic,recommended,spec_prior
n10565,great_pret,improper,complete,more,less_conv,inconv,problematic,priority,spec_prior
n10566,great_pret,improper,complete,more,less_conv,inconv,problematic,not_recom,not_recom
n10567,great_pret,improper,complete,more,critical,convenient,nonprob,recommended,spec_prior
n10568,great_pret,improper,complete,more,critical,convenient,nonprob,priority,spec_prior
n10569,great_pret,improper,complete,more,critical,convenient,nonprob,not_recom,not_recom
n10570,great_pret,improper,complete,more,critical,convenient,slightly_prob,recommended,spec_prior
n10571,great_pret,improper,complete,more,critical,convenient,slightly_prob,priority,spec_prior
n10572,great_pret,improper,complete,more,critical,convenient,slightly_prob,not_recom,not_recom
n10573,great_pret,improper,complete,more,critical,convenient,problematic,recommended,spec_prior
n10574,great_pret,improper,complete,more,critical,convenient,problematic,priority,spec_prior
n10575,great_pret,improper,complete,more,critical,convenient,problematic,not_recom,not_recom
n10576,great_pret,improper,complete,more,critical,inconv,nonprob,recommended,spec_prior
n10577,great_pret,improper,complete,more,critical,inconv,nonprob,priority,spec_prior
n10578,great_pret,improper,complete,more,critical,inconv,nonprob,not_recom,not_recom
n10579,great_pret,improper,complete,more,critical,inconv,slightly_prob,recommended,spec_prior
n10580,great_pret,improper,complete,more,critical,inconv,slightly_prob,priority,spec_prior
n10581,great_pret,improper,complete,more,critical,inconv,slightly_prob,not_recom,not_recom
n10582,great_pret,improper,complete,more,critical,inconv,problematic,recommended,spec_prior
n10583,great_pret,improper,complete,more,critical,inconv,problematic,priority,spec_prior
n10584,great_pret,improper,complete,more,critical,inconv,problematic,not_recom,not_recom
n10585,great_pret,improper,completed,1,convenient,convenient,nonprob,recommended,priority
n10586,great_pret,improper,completed,1,convenient,convenient,nonprob,priority,spec_prior
n10587,great_pret,improper,completed,1,convenient,convenient,nonprob,not_recom,not_recom
n10588,great_pret,improper,completed,1,convenient,convenient,slightly_prob,recommended,priority
n10589,great_pret,improper,completed,1,convenient,convenient,slightly_prob,priority,spec_prior
n10590,great_pret,improper,completed,1,convenient,convenient,slightly_prob,not_recom,not_recom
n10591,great_pret,improper,completed,1,convenient,convenient,problematic,recommended,spec_prior
n10592,great_pret,improper,completed,1,convenient,convenient,problematic,priority,spec_prior
n10593,great_pret,improper,completed,1,convenient,convenient,problematic,not_recom,not_recom
n10594,great_pret,improper,completed,1,convenient,inconv,nonprob,recommended,priority
n10595,great_pret,improper,completed,1,convenient,inconv,nonprob,priority,spec_prior
n10596,great_pret,improper,completed,1,convenient,inconv,nonprob,not_recom,not_recom
n10597,great_pret,improper,completed,1,convenient,inconv,slightly_prob,recommended,priority
n10598,great_pret,improper,completed,1,convenient,inconv,slightly_prob,priority,spec_prior
n10599,great_pret,improper,completed,1,convenient,inconv,slightly_prob,not_recom,not_recom
n10600,great_pret,improper,completed,1,convenient,inconv,problematic,recommended,spec_prior
n10601,great_pret,improper,completed,1,convenient,inconv,problematic,priority,spec_prior
n10602,great_pret,improper,completed,1,convenient,inconv,problematic,not_recom,not_recom
n10603,great_pret,improper,completed,1,less_conv,convenient,nonprob,recommended,priority
n10604,great_pret,improper,completed,1,less_conv,convenient,nonprob,priority,spec_prior
n10605,great_pret,improper,completed,1,less_conv,convenient,nonprob,not_recom,not_recom
n10606,great_pret,improper,completed,1,less_conv,convenient,slightly_prob,recommended,priority
n10607,great_pret,improper,completed,1,less_conv,convenient,slightly_prob,priority,spec_prior
n10608,great_pret,improper,completed,1,less_conv,convenient,slightly_prob,not_recom,not_recom
n10609,great_pret,improper,completed,1,less_conv,convenient,problematic,recommended,spec_prior
n10610,great_pret,improper,completed,1,less_conv,convenient,problematic,priority,spec_prior
n10611,great_pret,improper,completed,1,less_conv,convenient,problematic,not_recom,not_recom
n10612,great_pret,improper,completed,1,less_conv,inconv,nonprob,recommended,priority
n10613,great_pret,improper,completed,1,less_conv,inconv,nonprob,priority,spec_prior
n10614,great_pret,improper,completed,1,less_conv,inconv,nonprob,not_recom,not_recom
n10615,great_pret,improper,completed,1,less_conv,inconv,slightly_prob,recommended,priority
n10616,great_pret,improper,completed,1,less_conv,inconv,slightly_prob,priority,spec_prior
n10617,great_pret,improper,completed,1,less_conv,inconv,slightly_prob,not_recom,not_recom
n10618,great_pret,improper,completed,1,less_conv,inconv,problematic,recommended,spec_prior
n10619,great_pret,improper,completed,1,less_conv,inconv,problematic,priority,spec_prior
n10620,great_pret,improper,completed,1,less_conv,inconv,problematic,not_recom,not_recom
n10621,great_pret,improper,completed,1,critical,convenient,nonprob,recommended,spec_prior
n10622,great_pret,improper,completed,1,critical,convenient,nonprob,priority,spec_prior
n10623,great_pret,improper,completed,1,critical,convenient,nonprob,not_recom,not_recom
n10624,great_pret,improper,completed,1,critical,convenient,slightly_prob,recommended,spec_prior
n10625,great_pret,improper,completed,1,critical,convenient,slightly_prob,priority,spec_prior
n10626,great_pret,improper,completed,1,critical,convenient,slightly_prob,not_recom,not_recom
n10627,great_pret,improper,completed,1,critical,convenient,problematic,recommended,spec_prior
n10628,great_pret,improper,completed,1,critical,convenient,problematic,priority,spec_prior
n10629,great_pret,improper,completed,1,critical,convenient,problematic,not_recom,not_recom
n10630,great_pret,improper,completed,1,critical,inconv,nonprob,recommended,spec_prior
n10631,great_pret,improper,completed,1,critical,inconv,nonprob,priority,spec_prior
n10632,great_pret,improper,completed,1,critical,inconv,nonprob,not_recom,not_recom
n10633,great_pret,improper,completed,1,critical,inconv,slightly_prob,recommended,spec_prior
n10634,great_pret,improper,completed,1,critical,inconv,slightly_prob,priority,spec_prior
n10635,great_pret,improper,completed,1,critical,inconv,slightly_prob,not_recom,not_recom
n10636,great_pret,improper,completed,1,critical,inconv,problematic,recommended,spec_prior
n10637,great_pret,improper,completed,1,critical,inconv,problematic,priority,spec_prior
n10638,great_pret,improper,completed,1,critical,inconv,problematic,not_recom,not_recom
n10639,great_pret,improper,completed,2,convenient,convenient,nonprob,recommended,priority
n10640,great_pret,improper,completed,2,convenient,convenient,nonprob,priority,spec_prior
n10641,great_pret,improper,completed,2,convenient,convenient,nonprob,not_recom,not_recom
n10642,great_pret,improper,completed,2,convenient,convenient,slightly_prob,recommended,priority
n10643,great_pret,improper,completed,2,convenient,convenient,slightly_prob,priority,spec_prior
n10644,great_pret,improper,completed,2,convenient,convenient,slightly_prob,not_recom,not_recom
n10645,great_pret,improper,completed,2,convenient,convenient,problematic,recommended,spec_prior
n10646,great_pret,improper,completed,2,convenient,convenient,problematic,priority,spec_prior
n10647,great_pret,improper,completed,2,convenient,convenient,problematic,not_recom,not_recom
n10648,great_pret,improper,completed,2,convenient,inconv,nonprob,recommended,priority
n10649,great_pret,improper,completed,2,convenient,inconv,nonprob,priority,spec_prior
n10650,great_pret,improper,completed,2,convenient,inconv,nonprob,not_recom,not_recom
n10651,great_pret,improper,completed,2,convenient,inconv,slightly_prob,recommended,priority
n10652,great_pret,improper,completed,2,convenient,inconv,slightly_prob,priority,spec_prior
n10653,great_pret,improper,completed,2,convenient,inconv,slightly_prob,not_recom,not_recom
n10654,great_pret,improper,completed,2,convenient,inconv,problematic,recommended,spec_prior
n10655,great_pret,improper,completed,2,convenient,inconv,problematic,priority,spec_prior
n10656,great_pret,improper,completed,2,convenient,inconv,problematic,not_recom,not_recom
n10657,great_pret,improper,completed,2,less_conv,convenient,nonprob,recommended,priority
n10658,great_pret,improper,completed,2,less_conv,convenient,nonprob,priority,spec_prior
n10659,great_pret,improper,completed,2,less_conv,convenient,nonprob,not_recom,not_recom
n10660,great_pret,improper,completed,2,less_conv,convenient,slightly_prob,recommended,priority
n10661,great_pret,improper,completed,2,less_conv,convenient,slightly_prob,priority,spec_prior
n10662,great_pret,improper,completed,2,less_conv,convenient,slightly_prob,not_recom,not_recom
n10663,great_pret,improper,completed,2,less_conv,convenient,problematic,recommended,spec_prior
n10664,great_pret,improper,completed,2,less_conv,convenient,problematic,priority,spec_prior
n10665,great_pret,improper,completed,2,less_conv,convenient,problematic,not_recom,not_recom
n10666,great_pret,improper,completed,2,less_conv,inconv,nonprob,recommended,priority
n10667,great_pret,improper,completed,2,less_conv,inconv,nonprob,priority,spec_prior
n10668,great_pret,improper,completed,2,less_conv,inconv,nonprob,not_recom,not_recom
n10669,great_pret,improper,completed,2,less_conv,inconv,slightly_prob,recommended,priority
n10670,great_pret,improper,completed,2,less_conv,inconv,slightly_prob,priority,spec_prior
n10671,great_pret,improper,completed,2,less_conv,inconv,slightly_prob,not_recom,not_recom
n10672,great_pret,improper,completed,2,less_conv,inconv,problematic,recommended,spec_prior
n10673,great_pret,improper,completed,2,less_conv,inconv,problematic,priority,spec_prior
n10674,great_pret,improper,completed,2,less_conv,inconv,problematic,not_recom,not_recom
n10675,great_pret,improper,completed,2,critical,convenient,nonprob,recommended,spec_prior
n10676,great_pret,improper,completed,2,critical,convenient,nonprob,priority,spec_prior
n10677,great_pret,improper,completed,2,critical,convenient,nonprob,not_recom,not_recom
n10678,great_pret,improper,completed,2,critical,convenient,slightly_prob,recommended,spec_prior
n10679,great_pret,improper,completed,2,critical,convenient,slightly_prob,priority,spec_prior
n10680,great_pret,improper,completed,2,critical,convenient,slightly_prob,not_recom,not_recom
n10681,great_pret,improper,completed,2,critical,convenient,problematic,recommended,spec_prior
n10682,great_pret,improper,completed,2,critical,convenient,problematic,priority,spec_prior
n10683,great_pret,improper,completed,2,critical,convenient,problematic,not_recom,not_recom
n10684,great_pret,improper,completed,2,critical,inconv,nonprob,recommended,spec_prior
n10685,great_pret,improper,completed,2,critical,inconv,nonprob,priority,spec_prior
n10686,great_pret,improper,completed,2,critical,inconv,nonprob,not_recom,not_recom
n10687,great_pret,improper,completed,2,critical,inconv,slightly_prob,recommended,spec_prior
n10688,great_pret,improper,completed,2,critical,inconv,slightly_prob,priority,spec_prior
n10689,great_pret,improper,completed,2,critical,inconv,slightly_prob,not_recom,not_recom
n10690,great_pret,improper,completed,2,critical,inconv,problematic,recommended,spec_prior
n10691,great_pret,improper,completed,2,critical,inconv,problematic,priority,spec_prior
n10692,great_pret,improper,completed,2,critical,inconv,problematic,not_recom,not_recom
n10693,great_pret,improper,completed,3,convenient,convenient,nonprob,recommended,priority
n10694,great_pret,improper,completed,3,convenient,convenient,nonprob,priority,spec_prior
n10695,great_pret,improper,completed,3,convenient,convenient,nonprob,not_recom,not_recom
n10696,great_pret,improper,completed,3,convenient,convenient,slightly_prob,recommended,priority
n10697,great_pret,improper,completed,3,convenient,convenient,slightly_prob,priority,spec_prior
n10698,great_pret,improper,completed,3,convenient,convenient,slightly_prob,not_recom,not_recom
n10699,great_pret,improper,completed,3,convenient,convenient,problematic,recommended,spec_prior
n10700,great_pret,improper,completed,3,convenient,convenient,problematic,priority,spec_prior
n10701,great_pret,improper,completed,3,convenient,convenient,problematic,not_recom,not_recom
