LR,A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,A11,A12,A13,A14,A15,A16,class
LR17844,4,10,5,8,5,6,9,6,5,9,7,4,5,10,4,7,P
LR17845,4,6,6,5,5,6,8,5,7,6,5,7,4,7,5,5,D
LR17846,2,0,2,1,1,8,7,6,5,6,6,9,1,7,5,10,G
LR17847,2,5,3,3,2,7,7,5,9,6,6,8,2,8,7,8,Z
LR17848,5,8,5,6,4,5,12,4,5,12,9,5,2,12,1,5,T
LR17849,4,6,4,4,4,3,10,2,2,10,9,7,5,11,2,6,W
LR17850,7,12,6,6,2,5,11,3,7,12,8,4,2,9,4,3,T
LR17851,1,6,0,4,1,7,7,5,3,7,6,8,0,8,0,8,I
LR17852,3,6,5,4,4,6,6,3,4,8,6,11,5,9,3,8,C
LR17853,2,2,2,3,2,8,8,5,3,8,7,8,2,9,2,7,Q
LR17854,1,0,1,0,1,8,6,8,0,6,8,8,5,7,0,8,M
LR17855,2,8,3,6,2,6,12,0,6,8,10,8,0,8,0,8,T
LR17856,6,10,6,5,4,12,3,6,2,12,2,10,5,3,3,10,A
LR17857,3,6,4,4,3,6,6,8,6,6,6,7,2,8,9,10,B
LR17858,6,9,9,7,5,7,7,0,8,10,7,9,2,8,3,7,X
LR17859,7,11,9,8,6,7,7,9,5,6,7,11,5,8,5,7,O
LR17860,6,7,6,5,5,6,11,4,2,8,7,6,9,12,4,5,W
LR17861,6,9,9,7,4,7,10,2,8,14,6,3,1,10,3,8,F
LR17862,0,0,1,1,0,5,7,5,7,7,6,12,0,8,6,10,E
LR17863,4,6,4,8,5,8,6,6,2,8,6,10,3,8,5,9,Q
LR17864,5,10,8,7,6,7,8,2,6,7,6,7,6,9,8,7,X
LR17865,2,2,2,3,2,8,7,6,5,8,6,7,2,8,8,8,S
LR17866,7,10,7,6,3,6,9,4,3,9,8,5,5,12,2,8,V
LR17867,3,6,4,4,3,7,7,4,5,7,6,6,3,7,4,9,R
LR17868,4,9,4,7,4,7,7,5,8,5,6,10,1,10,9,9,S
LR17869,6,8,8,10,9,7,9,5,5,8,6,7,4,9,8,8,F
LR17870,5,11,7,8,7,6,7,7,10,6,4,11,3,8,6,8,E
LR17871,2,6,3,4,2,10,6,1,8,12,3,7,0,7,0,8,J
LR17872,5,7,8,5,5,8,6,2,5,9,6,8,8,6,2,8,M
LR17873,4,8,4,5,2,7,9,15,1,7,4,8,3,8,0,8,H
LR17874,8,11,11,8,5,7,8,3,5,10,6,7,7,7,2,7,N
LR17875,4,8,4,6,4,7,7,12,1,7,6,8,3,8,0,8,H
LR17876,3,6,4,4,3,5,10,3,4,12,8,6,2,10,1,7,F
LR17877,5,8,7,6,3,7,10,2,7,14,5,4,1,10,2,8,F
LR17878,3,7,4,5,2,7,7,3,12,8,6,8,0,8,7,7,Z
LR17879,5,9,6,6,4,5,7,3,7,7,6,12,0,8,4,9,I
LR17880,5,7,5,5,3,6,7,6,6,9,7,10,2,8,4,9,G
LR17881,1,6,2,4,1,12,3,9,3,13,6,12,1,6,0,8,J
LR17882,3,8,4,6,4,8,7,7,5,6,6,8,2,8,5,11,G
LR17883,4,8,5,6,6,8,7,4,2,6,6,8,7,8,7,11,G
LR17884,1,0,2,0,1,7,7,6,4,6,6,7,1,8,6,8,B
LR17885,6,10,9,8,8,8,7,2,4,9,7,8,8,6,2,8,M
LR17886,5,9,6,4,3,10,3,3,7,12,4,10,2,9,4,11,Z
LR17887,3,8,4,6,4,5,10,7,3,7,3,9,2,6,4,11,R
LR17888,1,8,0,5,0,7,7,4,4,7,6,8,0,8,0,8,I
LR17889,3,4,4,5,3,8,8,7,2,5,7,10,3,9,5,10,Q
LR17890,4,6,6,4,2,5,8,4,1,7,9,8,8,9,0,8,W
LR17891,7,11,7,6,4,8,6,2,8,11,6,9,3,9,5,8,Z
LR17892,3,3,4,4,1,2,12,5,5,12,10,8,0,8,2,6,F
LR17893,3,4,5,3,2,10,1,3,2,10,2,10,2,6,3,8,A
LR17894,4,11,5,8,5,8,7,8,5,7,6,8,2,8,8,8,S
LR17895,9,10,9,5,4,3,10,3,2,10,11,8,9,12,1,6,W
LR17896,4,6,5,4,4,4,10,3,2,9,8,7,6,11,1,7,W
LR17897,1,2,1,4,1,7,7,1,7,7,6,9,0,8,3,8,I
LR17898,8,12,8,6,6,9,9,4,4,6,9,6,10,9,3,6,W
LR17899,4,9,5,6,3,10,6,3,6,10,4,8,2,9,5,10,S
LR17900,4,8,6,6,4,7,7,3,8,11,7,9,3,8,5,8,E
LR17901,3,7,5,5,2,9,3,3,3,7,2,8,3,6,3,8,A
LR17902,4,11,5,8,6,6,8,5,8,8,8,9,1,10,7,8,Z
LR17903,5,9,5,5,2,10,5,4,4,13,5,8,2,9,2,8,S
LR17904,2,3,3,2,2,8,8,5,6,7,5,5,2,8,7,8,B
LR17905,1,4,2,2,1,7,7,1,7,13,6,8,0,8,1,8,I
LR17906,3,5,4,3,2,5,8,5,7,10,9,9,3,9,2,6,U
LR17907,6,9,7,11,7,8,7,7,4,9,7,9,3,8,6,8,Q
LR17908,3,11,4,9,3,9,7,2,7,11,3,7,1,6,2,6,J
LR17909,2,6,4,4,1,7,9,2,2,7,12,8,2,11,0,8,Y
LR17910,3,6,4,4,5,9,9,4,3,6,7,7,6,9,5,6,H
LR17911,5,9,6,6,3,5,10,10,5,8,5,5,2,10,4,8,P
LR17912,5,11,7,8,7,8,7,7,5,6,6,8,3,8,9,7,S
LR17913,5,8,7,6,4,6,9,2,4,9,8,8,6,7,2,7,N
LR17914,4,7,6,8,6,8,9,4,5,7,7,9,3,6,8,7,I
LR17915,4,5,5,3,3,7,6,6,7,7,6,10,2,9,3,8,G
LR17916,5,9,7,6,6,8,7,5,6,10,6,5,3,8,4,9,D
LR17917,3,4,5,3,3,9,11,3,2,5,9,8,6,11,1,8,W
LR17918,5,10,5,5,3,11,4,4,2,11,3,10,6,4,4,10,A
LR17919,9,13,8,7,5,8,7,4,6,9,5,5,4,9,6,5,Y
LR17920,2,5,4,3,2,6,8,2,7,11,7,9,2,8,4,8,E
LR17921,4,10,5,7,4,7,8,6,11,7,6,9,1,9,8,7,Z
LR17922,4,8,6,6,7,7,7,4,1,8,7,9,7,10,4,8,V
LR17923,4,8,4,6,4,6,8,7,4,9,8,8,3,8,2,7,O
LR17924,3,7,4,5,5,6,8,3,5,6,7,11,4,11,8,8,E
LR17925,3,10,4,7,3,6,9,10,5,7,5,8,3,8,5,11,R
LR17926,4,6,5,7,5,9,9,6,2,4,7,11,3,9,6,10,Q
LR17927,4,9,5,6,3,8,9,2,6,14,5,4,2,10,3,8,F
LR17928,4,7,4,5,2,3,12,5,4,12,11,7,3,10,1,8,V
LR17929,7,10,7,7,5,7,6,7,8,11,6,11,2,11,5,9,G
LR17930,5,6,6,6,7,7,9,6,2,7,7,7,9,12,9,7,G
LR17931,5,7,8,5,4,7,6,2,7,10,5,10,4,7,5,9,K
LR17932,4,5,5,4,3,6,9,5,7,6,10,9,3,9,1,8,U
LR17933,6,10,8,7,6,8,7,1,7,10,4,8,4,7,4,8,K
LR17934,8,15,8,8,6,7,7,2,9,12,7,8,6,5,8,5,Z
LR17935,2,4,3,3,1,7,7,0,7,13,6,8,0,8,1,7,I
LR17936,4,7,4,5,2,4,8,6,8,10,9,14,1,8,3,8,C
LR17937,5,8,7,10,10,7,8,4,3,7,7,7,6,11,5,6,P
LR17938,4,9,6,6,4,9,7,4,6,9,4,7,3,7,5,10,R
LR17939,3,3,4,4,2,7,7,8,6,7,6,8,3,8,4,8,O
LR17940,4,8,6,6,8,8,7,5,3,7,7,7,6,10,8,9,B
LR17941,2,1,3,2,2,5,7,4,6,6,6,10,3,8,4,9,K
LR17942,2,4,3,2,2,7,7,7,5,7,6,8,2,8,3,8,O
LR17943,4,11,6,8,2,7,8,4,3,7,14,8,3,9,0,8,V
LR17944,2,3,4,2,2,7,2,1,2,7,2,8,2,7,2,7,A
LR17945,3,4,3,5,2,7,9,14,3,7,3,8,3,8,0,8,H
LR17946,5,10,6,7,5,6,5,6,7,6,6,10,3,9,4,7,G
LR17947,3,6,4,4,4,6,9,5,4,8,6,8,2,9,7,12,F
LR17948,2,2,3,3,2,7,7,5,5,6,6,6,2,8,6,10,B
LR17949,4,7,5,5,3,10,7,3,5,12,4,5,2,9,3,9,P
LR17950,8,14,8,8,4,11,4,3,3,12,6,9,3,10,3,9,S
LR17951,3,7,4,5,2,6,6,6,6,10,8,11,2,10,4,9,G
LR17952,4,9,4,7,4,2,7,5,8,7,6,14,0,8,6,9,E
LR17953,4,7,5,5,2,8,7,5,9,5,6,8,0,8,9,8,S
LR17954,5,10,5,8,4,7,5,14,5,7,11,8,3,9,0,8,U
LR17955,7,11,11,8,5,7,7,1,9,10,6,8,3,8,4,7,X
LR17956,2,10,2,8,2,7,7,0,8,7,6,8,0,8,3,8,I
LR17957,8,11,8,8,5,7,11,4,8,12,9,4,2,12,4,4,T
LR17958,3,9,5,7,4,8,7,3,8,6,7,8,3,8,7,9,X
LR17959,3,10,5,8,9,9,9,4,4,7,6,6,4,8,7,5,D
LR17960,3,8,5,6,5,7,7,3,5,6,7,10,4,10,8,8,E
LR17961,4,6,6,4,2,7,8,4,1,7,8,8,8,9,0,8,W
LR17962,5,6,5,4,2,4,9,5,7,12,11,8,3,9,1,6,U
LR17963,5,4,5,6,3,5,7,10,9,6,6,5,3,8,4,8,D
LR17964,2,3,3,1,1,5,11,1,7,11,9,5,0,9,2,5,T
LR17965,3,6,5,5,5,9,8,5,5,7,6,8,5,8,9,11,S
LR17966,6,11,6,8,3,2,11,4,5,12,12,7,2,11,2,6,Y
LR17967,2,1,2,2,1,7,7,11,1,5,6,8,4,8,0,8,N
LR17968,6,9,5,4,2,11,2,2,5,10,2,9,2,8,3,11,S
LR17969,4,11,5,8,3,7,7,15,1,7,7,8,3,8,0,8,H
LR17970,4,7,5,5,5,9,6,4,3,8,5,8,3,9,9,9,S
LR17971,4,11,5,9,3,8,8,9,7,5,7,9,2,7,5,11,G
LR17972,4,6,6,4,3,6,6,5,7,6,5,9,3,9,4,8,G
LR17973,10,15,10,8,5,8,6,4,6,13,6,8,4,7,4,8,S
LR17974,6,11,6,8,6,7,9,14,2,7,4,8,3,8,0,8,H
LR17975,3,10,4,8,3,5,8,7,8,7,8,14,1,8,4,10,C
LR17976,2,1,3,1,1,7,4,2,0,7,2,8,3,6,1,8,A
LR17977,6,11,5,6,3,10,3,4,6,10,3,9,3,8,6,13,Q
LR17978,2,7,3,5,1,7,5,0,7,14,7,10,0,7,1,8,I
LR17979,2,4,4,3,2,7,2,2,2,5,2,8,2,5,2,7,A
LR17980,3,5,5,4,3,6,4,4,4,5,4,7,3,5,5,7,Q
LR17981,7,10,9,8,10,6,8,3,4,8,7,8,8,10,7,4,N
LR17982,5,6,8,8,6,9,11,4,2,8,7,6,3,10,8,6,H
LR17983,7,12,7,7,5,8,7,2,6,10,4,8,5,8,4,8,K
LR17984,3,8,5,6,3,10,10,1,6,3,11,8,1,11,2,9,Y
LR17985,6,9,8,8,7,5,4,4,4,4,3,7,4,8,6,5,Q
LR17986,4,9,6,7,3,6,12,3,4,8,12,8,3,10,1,9,V
LR17987,7,11,5,6,3,7,3,2,5,7,2,7,3,7,5,9,S
LR17988,5,7,7,5,5,10,6,3,7,11,3,6,4,6,6,11,B
LR17989,2,0,2,1,0,8,5,11,4,7,13,8,3,10,0,8,U
LR17990,8,10,8,6,3,4,7,5,7,9,12,12,6,11,3,6,K
LR17991,6,9,9,7,9,6,8,1,5,10,8,7,8,9,4,6,F
LR17992,6,10,7,7,5,5,7,6,5,9,8,11,2,8,4,10,G
LR17993,3,4,4,5,3,8,8,6,2,8,6,9,2,9,3,8,Q
LR17994,4,7,5,8,6,7,9,5,4,8,6,7,4,9,8,7,F
LR17995,8,14,7,8,4,8,8,4,6,8,5,6,6,8,5,8,H
LR17996,3,10,4,8,3,6,8,0,7,13,7,8,0,8,1,7,I
LR17997,7,10,9,8,6,9,8,2,6,13,5,5,5,9,4,9,F
LR17998,1,0,1,1,0,1,1,5,5,0,1,6,0,8,0,8,L
LR17999,4,4,6,6,6,9,11,2,3,7,9,6,4,10,5,5,P
LR18000,3,10,4,8,5,8,7,5,9,7,5,7,1,7,7,8,Z
LR18001,5,8,6,10,9,8,9,3,2,6,8,7,6,10,6,4,P
LR18002,3,5,5,3,4,7,6,3,4,9,7,8,7,6,1,8,M
LR18003,8,11,7,8,5,3,11,1,3,8,10,7,6,11,2,7,V
LR18004,4,5,5,4,2,4,12,3,6,12,10,4,1,11,2,5,Y
LR18005,3,4,4,5,1,7,7,4,4,7,6,8,3,8,4,8,X
LR18006,1,0,2,1,0,8,9,3,2,6,12,8,2,10,0,8,V
LR18007,2,5,4,4,2,10,6,2,6,12,4,9,1,6,1,7,J
LR18008,2,3,2,2,1,7,7,6,3,8,6,8,2,8,2,7,O
LR18009,5,6,7,4,5,9,6,2,4,9,6,7,7,6,2,7,M
LR18010,5,5,6,4,2,4,12,3,3,10,11,7,2,10,1,8,V
LR18011,5,8,7,7,5,7,4,4,4,5,3,8,3,7,5,8,Q
LR18012,3,7,4,5,2,7,7,14,2,5,6,8,5,8,0,8,N
LR18013,4,7,5,5,3,7,4,1,7,8,2,9,1,6,2,8,L
LR18014,7,13,7,7,4,7,7,2,9,9,5,8,4,7,4,8,X
LR18015,6,11,9,8,5,5,9,3,11,11,8,8,2,8,5,5,E
LR18016,4,10,7,7,6,10,5,2,5,10,2,5,3,6,6,8,A
LR18017,2,7,4,5,2,6,4,3,8,6,1,7,1,6,2,7,L
LR18018,2,3,4,2,1,7,7,2,9,11,6,8,1,8,5,7,Z
LR18019,3,9,4,6,4,7,7,8,6,7,7,8,2,8,3,7,O
LR18020,7,13,6,7,4,8,7,4,6,9,6,5,3,9,5,5,Y
LR18021,5,9,7,7,5,6,7,5,8,6,5,10,3,8,5,9,K
LR18022,2,4,3,3,1,4,8,4,6,11,9,11,1,9,3,7,C
LR18023,4,8,4,6,3,7,7,4,4,7,6,8,3,8,4,8,X
LR18024,5,7,7,6,8,6,8,5,3,6,5,8,10,8,5,7,M
LR18025,3,7,4,5,2,4,8,7,7,7,8,14,1,8,4,10,C
LR18026,2,6,2,4,1,11,3,10,3,12,8,13,1,6,0,8,J
LR18027,4,9,5,7,4,7,7,13,1,7,6,8,3,8,0,8,H
LR18028,5,8,7,6,3,5,9,3,9,11,7,6,2,7,5,5,S
LR18029,3,6,5,4,4,6,7,5,5,7,5,8,3,7,6,12,H
LR18030,4,8,5,6,5,7,9,3,6,9,9,6,5,10,3,7,F
LR18031,9,12,7,7,3,7,8,4,9,13,6,8,2,7,5,6,T
LR18032,6,9,5,5,3,7,8,5,6,10,5,9,6,6,6,9,B
LR18033,6,10,7,8,4,5,7,6,8,9,7,9,4,9,3,3,U
LR18034,7,9,9,8,10,8,7,6,5,7,6,7,9,9,8,0,N
LR18035,5,6,5,9,2,3,6,8,2,7,7,12,3,8,3,11,K
LR18036,3,4,4,6,2,5,7,10,8,7,6,5,3,8,4,8,D
LR18037,5,10,5,8,4,7,8,9,7,7,5,6,2,8,9,10,B
LR18038,4,9,4,7,5,6,9,8,3,7,4,8,2,7,5,11,R
LR18039,5,9,6,8,3,9,6,9,8,7,4,9,3,8,4,8,Q
LR18040,3,7,4,5,3,7,8,6,5,7,6,7,5,8,1,6,N
LR18041,4,10,7,8,2,7,8,4,3,7,14,8,3,9,0,8,V
LR18042,0,0,1,0,0,6,7,5,6,7,6,13,0,8,3,10,C
LR18043,8,8,10,7,12,7,7,5,5,6,6,8,10,9,9,8,W
LR18044,1,1,2,1,1,8,6,10,0,6,8,8,6,6,0,8,M
LR18045,1,3,2,1,1,7,7,5,5,6,6,9,2,8,3,9,G
LR18046,3,11,4,8,1,6,14,0,6,8,11,8,0,8,0,8,T
LR18047,2,5,3,3,1,7,7,0,7,13,6,8,0,8,1,7,I
LR18048,5,9,7,7,8,7,5,4,3,7,7,11,8,9,4,7,C
LR18049,4,3,4,4,1,7,5,13,5,7,14,8,3,9,0,8,U
LR18050,8,11,11,8,7,7,6,3,7,10,5,8,5,6,5,7,H
LR18051,4,6,4,4,2,5,8,9,8,8,7,5,3,8,4,8,D
LR18052,4,8,6,6,4,8,4,1,8,9,3,10,1,6,3,9,L
LR18053,2,3,4,2,2,9,6,4,6,10,4,6,2,8,3,8,D
LR18054,1,0,1,0,0,8,7,3,5,7,6,8,2,8,3,7,X
LR18055,5,9,4,4,2,6,6,4,5,4,8,7,5,8,2,6,U
LR18056,4,4,5,6,3,6,8,10,9,8,7,6,3,8,4,8,D
LR18057,2,7,3,4,1,3,13,8,2,11,7,3,0,9,3,8,P
LR18058,3,4,5,3,4,7,8,3,5,10,6,6,2,8,5,8,B
LR18059,4,8,4,6,5,8,6,10,1,6,8,8,7,5,0,7,M
LR18060,5,9,7,7,4,4,11,1,5,13,7,5,1,10,1,7,F
LR18061,4,11,5,8,5,7,7,8,6,5,7,9,2,7,6,10,G
LR18062,5,10,7,8,4,10,7,1,8,10,2,6,3,9,4,10,X
LR18063,4,10,5,8,2,7,7,0,9,14,6,8,0,8,1,8,I
LR18064,3,6,5,4,4,7,9,4,5,9,6,6,2,8,5,6,B
LR18065,2,5,4,6,4,9,6,5,4,7,3,6,2,7,7,6,Z
LR18066,3,8,5,6,2,8,5,4,5,14,7,12,1,6,0,7,J
LR18067,3,8,5,6,4,8,7,7,6,6,5,3,3,8,3,6,D
LR18068,3,8,5,6,7,8,5,4,3,7,7,8,7,8,4,7,U
LR18069,3,2,4,4,3,8,7,6,6,7,6,8,3,8,3,8,H
LR18070,2,7,2,5,3,3,6,4,8,6,6,13,0,8,6,10,E
LR18071,2,1,2,2,1,7,7,3,12,8,6,8,0,8,7,8,Z
LR18072,2,4,3,5,1,7,14,0,6,7,11,8,0,8,0,8,T
LR18073,2,2,2,3,2,7,8,4,2,8,8,9,2,9,4,8,Q
LR18074,6,11,7,6,4,11,7,2,6,10,3,6,5,10,3,10,K
LR18075,4,8,6,6,4,10,7,4,7,10,1,7,3,6,4,11,R
LR18076,4,7,4,5,3,5,7,5,4,8,7,11,2,8,4,10,G
LR18077,3,4,3,3,2,8,8,6,5,7,6,7,2,8,9,8,S
LR18078,4,5,6,7,5,11,5,3,5,9,3,7,2,7,6,9,Z
LR18079,1,0,1,0,0,8,8,6,3,6,6,9,2,8,3,8,Q
LR18080,5,10,6,8,2,7,5,13,6,8,15,8,3,9,0,8,U
LR18081,6,9,8,7,6,6,6,1,7,10,7,10,3,8,4,8,K
LR18082,2,3,3,2,1,5,12,2,2,8,10,7,2,11,0,8,V
LR18083,3,4,4,3,1,4,8,5,7,11,9,12,1,9,2,7,C
LR18084,5,10,7,8,5,7,3,2,3,4,2,7,2,6,2,6,A
LR18085,5,6,8,6,6,8,4,4,4,7,4,10,6,6,7,7,Q
LR18086,6,13,5,7,3,8,7,3,7,11,5,7,2,9,5,6,T
LR18087,1,2,2,3,1,10,6,2,6,12,4,8,1,6,1,7,J
LR18088,2,3,4,2,2,8,7,3,4,9,4,7,2,7,3,10,R
LR18089,4,8,5,6,3,6,10,9,4,7,5,8,3,8,6,11,R
LR18090,3,7,4,5,2,7,7,7,10,8,6,14,1,9,4,9,C
LR18091,3,8,4,6,2,7,7,0,7,13,6,8,0,8,1,8,I
LR18092,4,9,6,6,3,7,8,2,10,11,7,9,1,9,6,8,Z
LR18093,3,4,5,3,2,6,6,1,7,10,7,10,3,7,3,8,K
LR18094,5,11,6,8,6,5,10,5,6,10,10,6,2,9,3,5,F
LR18095,3,5,3,4,2,5,10,5,4,10,8,4,1,10,3,7,P
LR18096,6,9,8,6,8,7,8,5,5,7,5,7,4,9,6,7,B
LR18097,4,11,5,8,4,7,4,1,7,8,2,10,1,5,3,8,L
LR18098,2,7,3,4,1,4,12,8,2,10,6,3,1,10,3,8,P
LR18099,5,8,6,6,6,7,8,6,4,8,6,8,3,11,8,11,F
LR18100,5,10,8,8,6,10,7,3,7,7,6,6,6,12,8,9,X
LR18101,2,4,4,3,2,8,7,3,5,10,4,7,2,7,3,10,R
LR18102,4,5,5,4,2,4,8,5,7,11,10,9,3,9,2,7,U
LR18103,3,5,4,3,3,5,7,4,7,6,6,11,3,8,4,10,K
LR18104,1,0,1,0,0,6,7,6,4,7,6,6,2,8,2,8,D
LR18105,5,10,7,7,4,5,10,3,2,9,11,7,4,9,5,8,V
LR18106,3,9,4,7,3,6,6,9,7,6,7,7,2,8,9,10,B
LR18107,1,1,2,1,0,8,7,3,4,7,6,8,2,8,4,8,X
LR18108,6,6,6,8,3,5,10,10,6,8,6,5,2,10,4,8,P
LR18109,4,7,4,4,2,6,11,8,3,7,4,8,3,7,6,11,R
LR18110,3,9,4,7,2,7,6,14,5,8,13,7,3,9,0,8,U
LR18111,7,8,7,6,6,2,10,2,3,10,10,8,7,11,2,7,W
LR18112,3,4,5,3,3,8,7,4,5,9,4,7,2,7,4,10,R
LR18113,5,10,7,8,8,8,7,8,4,6,6,8,3,8,8,3,A
LR18114,5,9,5,4,3,10,5,4,6,11,4,8,3,8,7,11,Q
LR18115,6,6,6,8,5,6,6,9,7,6,6,7,3,8,10,10,B
LR18116,2,5,3,4,3,7,7,6,7,7,6,9,2,8,6,10,E
LR18117,5,6,6,6,5,8,9,3,6,6,6,9,3,9,7,9,L
LR18118,5,8,8,6,4,10,7,3,5,10,2,4,5,9,1,7,N
LR18119,3,7,5,5,6,8,8,5,4,7,6,6,6,8,7,6,D
LR18120,2,5,5,3,2,9,5,4,5,14,6,12,1,6,0,7,J
LR18121,1,1,2,2,1,7,12,3,6,7,10,9,1,11,1,8,T
LR18122,3,3,4,4,1,2,13,5,4,12,10,6,0,8,2,6,F
LR18123,3,6,4,4,3,8,7,2,6,11,6,9,3,8,4,10,E
LR18124,0,7,0,5,0,7,7,4,4,7,6,8,0,8,0,8,I
LR18125,3,3,4,2,2,7,7,6,7,7,6,5,2,8,3,7,D
LR18126,5,10,8,8,11,9,6,4,4,7,7,7,8,8,5,7,U
LR18127,2,3,3,2,1,6,11,4,5,8,10,7,2,11,1,7,T
LR18128,3,8,3,5,1,1,13,5,3,12,10,6,0,8,2,6,F
LR18129,7,10,10,7,7,4,8,1,7,9,8,11,3,8,3,6,K
LR18130,5,10,7,8,8,8,8,5,6,6,7,9,7,7,8,3,T
LR18131,4,11,5,8,5,7,7,6,8,5,6,11,1,11,10,9,S
LR18132,3,7,4,5,3,7,7,11,1,7,9,8,8,5,0,8,M
LR18133,9,15,9,8,7,4,10,3,5,10,8,10,5,8,4,6,H
LR18134,4,5,6,7,5,10,5,3,5,7,3,6,3,7,6,7,Z
LR18135,2,7,4,5,2,7,10,2,2,7,11,8,1,11,0,8,Y
LR18136,3,4,5,3,2,6,9,2,4,10,7,7,5,8,1,8,N
LR18137,4,10,6,8,6,5,6,3,7,6,6,10,4,7,7,11,K
LR18138,5,7,6,5,4,8,6,8,6,7,7,8,2,7,4,6,J
LR18139,7,9,10,7,6,8,6,2,5,9,6,8,10,8,3,8,M
LR18140,4,9,6,7,6,7,5,6,3,8,6,11,4,8,7,8,G
LR18141,4,7,4,5,2,7,7,4,14,9,6,8,0,8,8,8,Z
LR18142,2,8,3,6,2,7,7,0,8,13,6,8,0,8,1,7,I
LR18143,9,11,10,8,4,3,9,6,9,12,12,9,3,9,2,7,U
LR18144,3,7,5,5,5,10,8,3,4,8,4,6,4,8,6,5,J
LR18145,2,6,2,4,1,5,8,0,7,13,7,8,0,8,1,7,I
LR18146,2,3,3,2,1,5,11,3,6,11,9,5,1,11,1,5,T
LR18147,5,9,7,7,5,10,6,3,6,10,3,7,4,6,5,10,R
LR18148,3,3,4,5,1,3,7,7,2,7,6,11,3,8,2,10,K
LR18149,7,10,7,5,3,10,4,4,5,11,3,8,5,7,5,11,D
LR18150,1,0,1,0,0,3,11,4,3,11,9,7,0,8,2,8,F
LR18151,3,4,4,5,4,8,7,6,3,8,8,9,3,8,4,8,Q
LR18152,2,3,3,1,2,8,8,3,5,9,4,7,2,6,3,10,R
LR18153,3,4,4,2,2,6,7,5,5,9,7,10,2,8,4,9,G
LR18154,3,7,5,5,6,9,8,4,3,6,7,8,7,8,7,7,H
LR18155,9,15,7,8,4,7,4,3,6,11,3,12,2,7,6,7,L
LR18156,7,13,7,7,4,8,4,3,4,11,8,12,3,10,5,10,L
LR18157,4,8,6,6,7,9,6,5,5,6,7,6,6,8,5,6,U
LR18158,1,8,2,6,2,7,7,0,7,7,6,8,0,8,2,8,I
LR18159,4,11,6,8,4,8,8,8,8,8,7,2,3,7,4,8,D
LR18160,4,6,6,9,8,6,13,5,1,10,8,5,4,11,4,9,P
LR18161,6,7,5,10,4,8,5,5,4,11,6,7,3,9,10,7,Z
LR18162,4,8,3,12,3,8,7,3,3,11,4,5,3,8,6,10,J
LR18163,6,8,6,6,4,2,10,2,3,11,11,9,6,10,2,6,W
LR18164,5,9,8,7,4,3,10,3,4,10,10,9,5,8,1,7,N
LR18165,9,15,8,8,5,10,3,3,3,9,3,6,4,7,5,9,G
LR18166,3,7,4,5,4,6,7,9,7,8,8,6,2,9,3,8,D
LR18167,2,4,3,2,2,8,7,7,4,7,6,8,2,8,2,8,O
LR18168,4,5,5,4,3,6,8,6,7,7,9,10,3,9,1,8,U
LR18169,6,11,7,8,6,7,7,8,7,6,5,10,2,7,5,11,G
LR18170,1,1,2,1,1,6,9,7,3,7,5,8,2,7,4,10,R
LR18171,2,1,3,2,2,7,6,6,5,6,6,9,2,9,4,9,G
LR18172,8,13,7,7,4,8,8,2,9,9,6,7,4,10,4,8,X
LR18173,3,6,4,4,4,7,5,10,0,7,8,8,6,5,0,8,M
LR18174,4,2,5,3,2,7,8,6,8,7,10,9,3,9,1,8,U
LR18175,1,3,3,2,1,7,7,2,6,11,6,9,1,8,4,9,E
LR18176,4,7,6,5,4,6,6,7,5,7,8,11,8,5,2,9,M
LR18177,3,9,5,7,4,6,4,3,1,6,1,8,2,6,2,7,A
LR18178,4,9,5,7,4,5,7,6,5,10,8,11,2,9,4,10,G
LR18179,5,8,7,6,6,8,5,7,5,7,6,6,4,8,6,10,P
LR18180,3,5,6,4,2,6,11,2,6,13,7,4,1,10,2,7,F
LR18181,1,6,0,4,1,7,7,5,3,7,6,8,0,8,0,8,I
LR18182,3,2,4,3,3,7,7,5,5,6,5,6,3,7,4,8,R
LR18183,5,9,5,6,2,4,7,9,2,7,5,11,4,8,2,11,K
LR18184,5,8,8,6,5,9,11,2,3,5,9,7,10,13,1,6,W
LR18185,3,3,4,4,2,7,6,5,9,5,6,9,0,9,9,8,S
LR18186,4,10,5,8,3,5,8,7,8,7,8,15,1,8,4,9,C
LR18187,7,11,9,6,4,5,8,2,4,12,7,9,6,8,0,7,N
LR18188,5,6,5,8,3,3,14,8,1,11,7,2,0,10,4,8,P
LR18189,5,9,7,7,4,9,8,3,5,12,4,4,2,9,4,8,P
LR18190,4,9,6,7,7,9,7,4,4,7,6,6,5,10,6,5,N
LR18191,8,8,7,12,5,5,5,7,4,6,12,6,5,10,4,8,Y
LR18192,6,9,8,7,5,9,4,7,6,8,6,5,2,7,4,6,J
LR18193,7,7,10,6,10,6,9,5,3,7,5,8,12,5,6,8,M
LR18194,6,9,9,8,8,8,8,3,5,7,7,8,5,8,4,5,A
LR18195,9,15,7,8,4,9,2,2,5,8,1,8,3,7,5,10,S
LR18196,8,13,9,7,6,5,9,2,9,12,8,8,6,5,8,2,Z
LR18197,3,7,5,5,3,7,7,8,5,6,5,6,3,8,3,8,O
LR18198,3,8,4,6,2,5,11,8,4,7,3,9,3,7,6,11,R
LR18199,1,7,0,5,1,7,7,5,3,7,6,8,0,8,0,8,I
